,Be,Tm,Yb,La,Cd,V,Sc,Kr,Pt,Lu,Ar,Pm,Ti,Au,Ho,Co,Pd,B,Zr,Tl,Tb,Hf,He,As,Sn,Br,Al,Cl,Ta,Ca,Nb,W,Pr,U,Ni,Ac,Sb,S,K,Mn,Eu,Sr,Sm,H,Mg,Se,O,Ne,Os,F,Ir,Pa,Rb,Ce,Bi,Dy,I,Er,Ba,Ga,Ge,P,Cu,Hg,Cs,Tc,Si,Ru,Fe,Zn,In,Pb,Gd,Re,N,Ag,Y,Nd,Xe,Mo,Te,Na,Rh,Cr,Pu,Th,Li,Np,C
0.18,201.10701310056967,14159.114693475292,14450.165493830382,10899.915312749921,8639.680815853648,3644.6485543367576,2601.27293524202,5705.274500821196,16716.53116266171,14702.198584908194,2069.639840992096,11951.07942985039,2791.949835331957,17029.941581488234,13590.837951629559,3793.9509092796734,8101.124140635036,347.92021198953165,6729.43037912208,17633.872830847104,13037.355402461915,14973.787947110564,60.82791149466256,5125.567271797909,9338.076972600944,5500.282821523365,1401.7159351928906,1921.318242624705,15578.048804985889,2450.9952751793567,6893.41344821302,15564.762140857702,10898.210068257402,20858.73550933977,3967.3488478218687,19915.963712410605,9388.042441763573,1746.8920485719455,2293.1889579284357,3559.1392550536475,12478.696923252633,6191.664707959479,13375.825860370429,51.797520046068506,1138.5869236455087,5367.703118815453,802.8944533186533,845.3797956207059,16394.352135367524,825.455451512513,16428.351306895507,20508.078346447375,5956.654429347762,11141.545788532409,18207.954679994942,13333.84585688027,9957.242377833047,13874.222249725146,10660.023169335882,4631.738089232115,4838.960191311726,1680.4952112586484,4195.058392652339,17306.070529851262,10377.10015808425,7408.506008769137,1496.2990646463472,7607.133947311891,3744.8149688168382,4402.905426110205,8835.854538282229,17877.97415082181,12742.225767483842,17096.543941905707,554.051130502914,8377.187564429898,6488.733496074198,11710.427880063378,10104.333591932176,9552.74241781332,9663.05525499083,981.3309628723481,7860.51324324633,5116.4579742480855,21394.74472030362,20222.469349163737,125.40039072809259,21099.59638822352,407.4945186253158
0.23878787878787877,103.83200394529622,5530.457955194042,5641.055142267882,4358.52468774992,3557.3480521817737,1973.3223824617578,1150.8931744998326,2395.8011121524887,6431.286533755461,5711.709327095693,929.5506075936587,4730.70784781914,1232.8863587694568,6556.395194769485,5320.21978756706,1656.1978575218611,3328.8353222756614,204.20378132705304,2853.46016427833,6781.1926550658545,5120.879328243166,5800.995954923063,29.708927272448435,2223.448863594784,3940.456611272819,2328.514266835865,720.8126148803906,879.452519968455,6222.318824517138,1106.7588249840444,2871.7774618848953,6024.8114572639515,4019.634140523027,7865.638341371022,1707.1227736031187,7515.434415535606,3830.485068716698,799.9395949586642,1052.4509208190607,1659.635715014585,4912.3458490338835,2602.2767685063536,5982.649102557929,19.659035091630503,539.7023411259776,2332.1555113935783,478.48884418937786,398.2201886871121,6483.584068961275,454.69620468673713,6330.729724864259,7713.208229259875,2508.150767238387,4432.080944782409,6972.839445619941,5240.796052192771,4076.7577586924217,5425.057210662646,4285.587622460882,1992.2470003649282,2069.101548733601,824.7345301063046,1810.4232608164014,6643.294162663762,4168.44879089675,3091.0592314253877,730.103935251816,3139.497472702515,1727.4338653012132,1891.7882386102044,3596.326462110353,6834.3823539468085,5001.320982327593,7371.555660655706,308.4286329459042,3450.565005836147,2756.7862304491987,4661.451805844628,4060.188572400926,5382.7424178133215,3944.58650499083,460.69802830203554,3241.2444444182042,3332.9645660449605,8003.134857022372,7625.126575726236,65.95525370416681,7907.58613431727,215.12339435932157
0.2975757575757576,59.65068757273163,2435.4240196471674,2486.3070953928814,1963.8624563046078,1664.7595512083788,1306.6295113680078,570.0203107366372,1129.5684461400315,2792.7252544617545,2497.0748056113184,467.17704192299846,2106.1458361003897,610.8272767413747,2856.80608344136,2344.019836395185,817.9120909234664,1544.2252148537866,135.917434894674,1384.8240558798925,2958.8335242064795,2262.734308711916,2526.311872891814,14.290153622513323,1104.4873157432214,1938.8615185057172,1112.2232512108649,437.4210133178906,455.5463004923688,2888.032447564013,566.2933708824819,1351.4324911817703,2629.8588205483693,1510.748154194902,3358.342687074147,823.3238844429626,3196.3118569418552,1773.0921243807604,412.6003005282383,551.5243461120293,909.7701754638038,2171.425438877634,1235.7579696782286,3299.2094052923044,5.959978467254236,289.0277805791025,1165.971429365496,299.2932875503368,207.83075387424287,2967.422936155111,297.63343003011795,2753.3583869768013,3268.736793713,1192.0827740743243,1980.331188923034,3026.970793279359,2323.7320873490207,1908.565253809609,2389.526204803271,1947.8288333983821,969.1873690236075,998.3910995148507,471.38373054575777,880.7813540781201,2882.3405493825126,1887.2904657014376,1466.30495896445,413.37834931431604,1461.795812549433,934.0393950895374,915.6654969141536,1648.902145704103,2950.128447696809,2201.8910506869674,3915.9035610463307,206.46865675119906,1612.1361728283346,1339.2608398241985,2094.7389152196283,1835.314060685344,3807.442613132157,1831.7802305767675,241.25788853152773,1510.2335801667275,2626.7343414387533,3369.8453062411213,3243.3997690856113,38.34461222467461,3337.33613431727,130.50040852264564
0.3563636363636364,37.269008047322984,1165.4535606627924,1193.9521149304671,960.1798391171078,857.7247001373279,998.6884103001246,303.63255438898085,574.1132459510545,1321.0703472383598,1182.333838820779,252.66143218970706,1014.2243273113274,326.53250745426527,1362.990043408633,1118.7055053404972,441.57642808166946,779.7270459116419,92.91471883655652,747.0628864462988,1420.0530066283548,1081.994562618166,1189.2132400824814,6.189884307559219,609.8217884058071,1089.5520702635297,577.895248287513,302.67189833399186,259.1452690045638,1529.793433895306,317.5791985192006,692.766902802864,1248.681208243682,463.5169835532765,1571.2634634413341,427.3190321512085,1476.8057534262305,900.9343485081899,232.0067794195777,320.11104655306633,570.5843844513465,1035.1457757948642,639.3652694829162,2183.4640439641794,0.5569869367466608,169.57369428172723,653.9215636460077,144.6052229798932,115.62508829021972,1541.5688101785486,210.04991868114269,1304.4450569018443,1504.1657488037968,616.2794293477618,954.6898315011589,1442.8796067559217,1120.7324535726295,993.8227611401634,1141.8786217954585,966.1963260741634,514.8470369923575,524.0525985414561,303.09320321151125,465.4825869882764,1366.0086402091606,927.5739129670626,765.9530912950045,264.0770187542454,740.0935420447883,577.0574614957874,480.84854135091507,819.7977145517592,1388.284941837434,1043.3894637729052,2511.9357876088307,161.30550978646238,826.3999057416586,721.9128173759324,1024.9624259618158,897.5079693830859,3121.811021335282,938.0401182784157,136.0101315735199,767.1123643527505,2306.165249645046,1537.7144468661213,1501.3869517027986,24.03412257171751,1527.7158950594574,87.92438924345582
0.41515151515151516,25.12957325821244,596.7297447574949,616.0985382703109,501.1958303280453,482.9238883760855,838.0137887180933,170.04753241949243,308.1179456675893,671.2875713657892,595.3921273949977,143.798868120216,518.5832750779049,184.46367506314,704.7833173407499,568.1837768375435,257.75288072472387,422.72173586571944,62.03292869126281,445.005910134275,743.9341101471475,549.7351632041035,593.2837356911181,2.1256688920202387,370.9789539394865,697.7686230042402,322.30409229432496,231.83629654002254,160.86766587415667,927.0629651484737,192.46796195960627,381.56045139951976,636.0033518015373,-12.895357564582426,796.4090933241467,233.6831831585207,728.4107338949804,497.9776529515493,140.69229579283868,203.2123496536523,402.8603549134988,521.164025306583,355.29956513721305,1675.5968564641792,-2.1417378036217967,107.44206435055087,410.8866820637143,95.82803945826574,66.86021098038725,911.1620108621424,151.8118815800832,664.1089363027111,738.092567651453,341.2971600606525,486.61170650115895,748.3679490474135,579.3638012288795,574.0343700332178,582.2245690737548,516.5502689452571,294.9135042838494,294.88090665642824,213.19612375957692,263.1059695629714,698.8118018334222,487.1050408967501,437.1737028736057,186.69557955793232,401.82434649765116,402.4249541779043,269.602264501782,434.8703769116105,702.2324516062267,520.2527450292407,1889.2243618339164,135.10536026696062,460.4848666854943,428.27313842085425,538.5291984354247,466.37808657692153,2789.999253769828,526.0923033433451,80.82970402541821,419.3775010778362,2145.3881500420066,745.2696226473714,744.1923716373449,16.046756853812994,744.0369399813324,62.24220313575377
0.47393939393939394,18.271865325267026,324.77134021647936,340.12328803250585,277.4058217894591,298.534148404858,741.2105660808503,98.78975807596855,172.67158033965438,364.80460018705423,315.4682382475128,85.00876042801127,278.6420214284669,108.9778047081475,395.3227460643587,304.1421203434029,163.4902617188405,245.71486942964825,40.342960615394084,293.10292552147,426.8154272889873,293.68929528418164,309.57404941182125,0.4341386769314002,248.16140330564937,506.99643673444683,193.29779043661694,190.22765397456882,110.04926838703005,643.0692517759031,125.59161919884006,225.42275609969101,346.6256662578302,-243.2190699135204,436.10251373430293,133.25711200736762,379.26421901507354,300.2336344158687,92.88035277348551,140.414467576742,314.2765536566388,273.1215753585789,211.45695955906402,1426.3890928176468,-4.099354357770246,73.17970475041717,291.5359740812444,82.97272331833112,39.47707043503336,614.2734000286343,101.40273242718838,362.206745153273,381.4607927617805,201.66659060422862,258.8999755457116,422.82556013773353,319.3566296106915,370.4405895346466,314.1753747378173,297.08875161127276,182.2659670619076,177.56584319570484,158.27173109739547,158.6711093461505,385.4972571683591,271.70837341628135,273.85622853371393,141.9276962888293,233.79358479474027,312.6667754796381,160.93635571048017,244.84555086814146,379.70797651490614,268.1835006508108,1593.2297329340022,109.05081775713494,279.7617832052396,279.4217285087449,302.6949394148929,255.3643689477291,2608.7265487043746,324.45680531547697,50.01795933706072,246.70783862125722,2053.4291656860137,377.5481260716758,391.37483623695425,11.360536692665168,379.984358194223,44.08636516107232
0.5327272727272727,14.250131173127325,187.4339531441897,200.85842598463026,162.34242152724005,204.34077380274715,669.7810617116617,59.008393654057514,100.3523207404492,212.34842345458432,174.3854898470981,51.78434948537726,156.15787531030279,67.12193162557992,242.34281139731843,170.4425353951367,114.48193807474946,154.01458259609208,22.064052901287713,213.26199841011788,270.34652470743225,163.70934535835232,166.91508335687158,0.01598798476416987,181.50713698624136,410.8750378308403,126.35792536866174,160.41671040906706,83.94077846331994,503.9997022216919,88.28142331400237,143.5815696015961,203.4943033554624,-359.4679102202091,258.2554373436299,78.88939047826084,206.45263455508857,198.78845927664852,68.92248998600587,105.15322185237075,264.05649141978637,146.83025456413333,135.11597141255564,1293.5070127395218,-5.393436046885426,53.59287466194217,234.00203857555107,70.03989254896594,23.483679432892103,467.30831215701625,64.3231349849301,212.58819964322117,205.2431414072643,127.33133974973643,142.17690731315864,261.7892137211936,187.57359434504247,268.3776318089886,178.58539368405832,184.31014139445182,122.32614011875032,115.07035219638321,116.86360433286505,102.75324743301651,230.7653083379948,160.79814087312798,189.83889458735277,108.60526286466694,146.99979209864128,265.10375669981687,102.93676010006855,146.5367435109337,219.15949935472585,140.0136703475521,1441.5666470091735,80.27686914868193,186.79684793101566,199.8020538451346,182.1802299549079,146.82115609195014,2487.7311874015923,221.19879447656172,32.011928308603316,157.28646719931015,1982.445889353672,196.35911545789426,216.97473554161772,8.516806734081012,200.41886749690931,33.554382808889414
0.5915151515151515,11.678076459038891,114.72170342634419,127.09839336249989,100.28940487731369,155.50770500577607,603.0158640021049,35.981091894237835,60.17674938116218,133.33942081021914,99.7635797835615,32.333574456102305,90.67103605388307,43.39954243923456,164.0683210820548,99.47049715143632,89.76517938473599,105.01307966555805,13.238353201196375,169.91075637003075,190.3978858104236,94.56779722695663,91.77321477823428,0.001751452221998792,143.24354147171093,361.0170971918582,91.81168368760339,131.54831752808758,72.3746317267756,435.39206674265193,66.82790926556643,99.38626479434707,130.7791849662662,-419.24589481400716,165.75867223225373,48.33957820888364,116.37727903797469,145.12367966424773,60.05778978266465,84.68772198077671,231.66255530057367,79.43751622818382,93.02292332952379,1213.6982969445519,-6.169451569515144,42.2006628239074,208.96718757419222,59.493544050840455,13.918029507605588,390.97646403782755,41.57389797863219,135.9293709490513,113.5104372700092,86.18099490427143,79.56797482120926,178.784285157669,117.59303408032197,216.61263247636094,106.6398370687759,123.73317607509188,89.39453767873684,80.79786842138478,82.12900056823854,72.25515481966319,151.68553543312555,101.07971130849023,146.193753061818,80.97511311205737,101.13449674550583,237.54237062309667,71.37331410583184,93.88307227162782,135.20846482466652,71.69990390607377,1352.799313046973,54.09245916038108,137.9039036425955,154.80681461266468,117.71735462671082,88.67171157522847,2378.457261677363,166.31784360584814,21.129354238269794,109.83159513131892,1895.5506257388179,102.29454027525304,126.23900253473374,6.725340523309087,107.0857910578724,26.088690410708963
0.6503030303030304,9.694913819849528,74.62541287597915,86.3069734176036,65.26136687775393,130.69726503099852,528.2519480625076,22.225625480573527,37.06939249539987,91.35642679715356,58.59744976832868,20.610475894456645,54.19598803938267,30.29384677176805,123.46634666761003,60.21953589841053,78.21877747688902,78.31078636776445,9.130687359801593,145.83516437336465,148.9890113240474,56.2671037530076,50.689905626825045,0.0012894109202396052,120.1589087153852,332.7981641434103,74.8923265145116,102.01343604399665,69.12589076694259,403.2612684344864,54.241941336687326,75.20032126685918,91.71370953407722,-448.85484251722824,115.39307168433008,30.3104015823787,67.28054597005556,116.25607262357624,62.08255879891186,72.50527264945987,204.98674358684852,41.93769934632386,69.08317269615094,1156.1550841046121,-6.586970895976109,35.551462517502806,200.1445711142532,45.721563883989255,8.13124639019613,347.73812179068517,25.826339474373167,96.31293119307182,63.55350524015198,62.63576404196074,44.618855259673815,134.78520072936226,78.90548835463993,190.18392163706343,66.81950934800071,89.93084607067331,70.38976937051126,61.395986338452936,54.98606023706763,55.66298417402325,110.81430442371608,67.63487946192961,124.16728679989505,60.530742994337444,76.30610479906062,220.20670784148842,54.125381766784464,65.15988200836016,89.52068257191492,33.73617028366323,1284.5091519553423,33.689966812209896,112.28995871763466,127.55508278445559,81.81620874233738,56.51957011188949,2247.3288437909764,135.8274109489537,14.383234756486274,84.75518684645877,1754.9563875526026,51.23099506720919,76.94488179684468,5.490170680115872,56.326719758459895,18.789685103442817
0.7090909090909092,7.829840048608986,51.757500659526414,62.83441260472733,44.54439837305519,118.99324753122255,438.20501215406426,13.748116064340712,23.36354973901002,68.95499105597656,35.0667949307942,13.365747156514349,33.143223222832276,24.318917060400224,102.56563572208131,37.75643552841736,73.05352489588027,63.50517204838436,4.628908080711618,132.19569910468985,127.803762033448,34.328905714093146,27.66232731095707,0.0009893459319368144,106.68720631709965,311.6006239552418,67.23721349703736,72.83081138549323,68.8933318606163,390.8172987522734,46.76674463769259,62.07332631957343,70.47213242998923,-460.4691002537005,86.81145248499122,18.6474550112096,39.497545074695786,100.57550787625368,69.31724308716566,65.10419539479116,176.0289037065594,20.27786545724974,55.15049453051549,1103.8120666025147,-6.808355921296943,31.664658145890588,196.3092136351391,28.06750942995908,4.628166180149268,317.3636101479629,14.933681381302698,76.35345101830106,35.29230535233655,48.79393665571826,24.43022040149249,110.86008331588202,56.78598158205888,175.3598403713883,43.95136824971203,70.46514022443387,58.408793367145236,49.589494619694825,36.56449834635434,46.884286311032085,90.18686312517204,48.25678574561501,113.91100036253499,46.98310909766478,63.009470264372524,206.85535905640214,44.61131330898866,49.59415102630043,64.04499750297116,11.852682664610585,1209.2856412701756,18.994774751566244,99.4165610171991,109.30899672720656,61.085640886236206,38.35338680493656,2066.6559923678606,117.38013020454882,10.118852425798773,72.29920861763082,1537.4167148530955,22.467403332529994,49.22839397567964,4.465404304648047,27.640074326675123,12.107878854310066
