,Ne,Pa,Ho,Np,Ag,Ni,Y,Sn,C,Mn,Cr,Bi,Lu,P,Sb,B,Th,Hf,Na,He,Fe,Sc,Ru,Cl,K,W,V,Al,Ir,Li,Ga,Yb,O,In,Br,Pu,Zr,Ba,Pt,Co,Xe,Sm,Ac,Ar,Ca,Ti,As,Nd,Rh,Mo,Pm,Nb,F,Kr,U,Cu,Pd,Sr,Au,Pr,Hg,N,Se,Rb,S,H,Cd,Re,Mg,Ge,Os,Tm,Zn,Te,Tc,Gd,Eu,I,Si,Er,Dy,Tl,Tb,Be,Ce,Ta,Pb,Cs,La
0.18,803.3299298980496,19547.730690197375,12939.400451629559,20250.24091947352,7934.322818336147,3821.1401075874937,6121.062597636698,8661.486152288444,385.1614192600814,3220.9825167723975,3027.1496246387105,17269.470304994942,13991.375342720694,1524.5123011023984,8910.116660513573,279.332901198516,19296.758411663737,14285.915876798064,933.2621152160981,57.80129635184029,3430.5176055355882,2485.985581726395,7277.871740280641,1877.132207468455,2141.3896415221857,14833.517023670202,2850.7659859773826,1214.4754566772656,15606.682361583009,121.25608835992853,4387.504690794615,13709.478970392882,633.4477370100595,8393.464889844729,5254.753036367115,20633.15487655362,6349.42940255958,10108.920630273382,15895.357334536711,3601.7775694359234,9599.138279432176,11644.704766620429,18967.963712410605,1966.6864718514712,2320.3500115074817,2658.429083378832,4835.970592110409,11157.400536313378,7486.91461043383,6788.0270857820715,11390.83138297539,6555.14049899427,747.4909129382943,5421.368739102446,19832.62222808977,3991.047650464839,7684.758906260036,5888.437168896979,16206.538261175734,10853.475693257402,16449.617404851262,498.1144239599453,5151.481927409203,5650.202280910262,1717.2055251344455,20.22855794890054,8178.892241634899,15117.121090343206,1072.7340183720712,4605.128160061726,15432.186119742526,13471.249459100292,4194.130523766455,9193.92732530333,7010.923489237887,12154.289244046342,11875.822899815133,9446.121284083047,1364.3050460916597,13200.262288787646,12687.09488031777,16734.493924597104,12424.781183711915,192.48384415525717,10648.722546344909,14556.249976860889,17006.76711957181,9857.27789245925,10376.496367437421
0.23878787878787877,378.41287667539336,7389.334694103625,5080.18707272331,7714.48066556727,3252.686099586147,1673.3362745796812,2574.7881835741987,3532.106269475944,202.6771358143997,1415.9371066161475,1332.1803863574603,6593.195890932441,5448.109229439443,712.0809656531796,3629.033896841698,144.5857088172874,7326.019642132486,5569.383161954313,438.52481052859804,28.22791874278535,1513.3033721371507,1107.7510846560826,3032.29654496814,887.1276298317363,962.3716361510918,5767.9291330452015,1263.6656441805078,567.4493336303906,6011.272693614259,64.7595978814129,1879.2599398180532,5338.548306330382,341.25944355461223,3414.537399610353,2240.731551992115,7907.535247647372,2666.264119356455,4051.564184960882,6121.753330630461,1570.2104307640486,3855.622166150926,4619.624688495429,7184.271329598106,883.3071993905337,1042.9775749840444,1176.9403138475818,2078.338267891659,4459.046532407128,3097.3711534025792,2826.526353360196,4529.61751578789,2733.5562704786453,393.24466660079963,2276.5142469181137,7485.848302308522,1725.0165225351514,3149.8153027444114,2477.6136825688536,6253.930839300735,4316.958603413652,6317.203342351262,263.4736463736386,2266.8471617842033,2373.233042629012,817.602131579758,12.417566662065072,3349.2804252286487,5875.820309093206,503.61945538379,1973.0367293976633,6014.278893180025,5271.789986444042,1807.915557946142,3759.87312608458,2908.1412626753877,4798.445982327593,4685.8478021588835,3858.0651317392967,636.1223678690035,5171.389730193896,4996.615876411521,6421.6140417846045,4902.092707149416,100.02596604246419,4273.015026813659,5665.655738579638,6512.5786430093085,3957.44586120925,4160.51248071867
0.2975757575757576,197.49377877658662,3166.0209734005,2252.054016082685,3371.69404447352,1505.528628883022,833.4924025093688,1227.8672851366985,1629.4990917479047,123.26056324676674,703.3229098388038,660.7735870442219,2843.571379216859,2393.4256356894434,378.12246955942965,1674.059043326073,84.58718129359978,3162.2227671324863,2457.559675626189,229.99647495730898,13.57330715644887,758.9567534879749,555.7744000921059,1437.648595752558,484.40537031658755,486.3716056335137,2541.4406076577443,632.7600045320702,298.20748182374996,2611.6987190080513,38.50307093439141,906.9805819142325,2340.7248200022564,219.40791157377427,1563.9293673837906,1084.9078215233649,3504.3951109286213,1270.699177950205,1830.0964115233821,2664.2650493836295,773.2620665094039,1741.3752179119065,2070.4918759954294,3080.0262124106052,443.9329318155766,529.3943840660756,585.8825745929372,1015.3510852744714,2019.9902579930658,1452.3563829011025,1332.2144637180943,2035.6164171550774,1288.8577841505203,247.3499675057039,1073.2662000462815,3202.802648011647,841.5889712656201,1453.888178720974,1179.1197860844786,2738.28850531636,1932.638779194902,2743.2724341481376,164.37156507639438,1158.4786315139336,1122.6278180196368,450.09404442472265,6.534280186919763,1550.6367484740038,2591.9736294057057,265.367258118165,955.5629745148507,2672.745690061361,2330.6867149596674,880.3344422266536,1752.0885801861425,1363.986355448825,2138.3009627963424,2081.296776768259,1797.539374903359,334.9636459451754,2286.893636443896,2224.6722728958957,2789.3191199096045,2186.138117305666,57.99906480051483,1943.2609984933465,2496.665260064013,2821.716582462434,1789.7318719514376,1885.0305471249203
0.3563636363636364,109.87472207928222,1489.3864519287968,1087.7409057311222,1652.3482192782074,758.5266147260336,457.19290300081786,641.4191039970261,821.3264232908733,85.5481380227527,380.96521330876845,356.10909730129606,1338.2150559746717,1144.1813730004665,221.76182808944094,845.4467386449087,54.907413691292845,1506.811390179361,1186.9144119574814,129.9768979309418,5.873185756381241,418.9420134977405,302.6438764104652,751.057348197132,298.01059493229815,266.4891593460351,1228.154352774932,345.47512294660896,170.41118666407002,1234.5578498705943,24.867357358704815,475.0327669728263,1112.6580475476546,165.47414998184632,775.9609225595717,577.1619719203255,1762.7558287020588,664.7002765830175,897.3059452147884,1265.9802593477348,414.91245713440384,850.1331524885546,1011.9410947454293,1446.125211434043,240.08783905005862,293.04962698599746,315.840551887859,545.9440418237758,1003.3934562352534,745.9814439425943,686.2269148899694,998.0290148113274,663.0114096388015,181.17563584422862,545.4413099158983,1504.7182974257091,446.89341462499516,727.2459668100794,612.4979599126037,1318.623832471133,937.0272679771045,1302.264133373223,119.66000197396238,671.509271165539,575.4647320821368,279.51387475649176,1.8495906679020564,783.3536063873279,1257.7949184682059,151.76172833934442,504.7794967348154,1317.3056265847986,1123.8440635924799,467.1201783138057,902.6715880049782,698.039395005942,1037.4992049838427,1001.601281165958,927.9458690503196,192.92600251889385,1101.391439178271,1081.5537426351295,1326.9508337767923,1064.1721749228534,36.67452181075072,968.7188232003776,1204.873756160931,1337.927031681184,877.7041009553438,931.4046926327328
0.41515151515151516,63.53559931656889,761.7123186280155,564.6953124820748,908.1123183993011,410.1958041854943,273.270661796216,362.736700432573,447.200202594084,67.16766776588072,221.68196441056907,205.1087616142723,678.140532055226,586.6094125512477,142.2428003953191,462.83379308826807,39.21598838364562,787.1951182193761,620.5247635231493,77.52901432815258,2.010379203909887,251.72036433415428,175.7204755347268,428.24976153671366,205.15044175306292,155.44262003939448,644.524042719506,202.5180459202418,104.01611373972958,625.5307502675548,17.216957201713385,265.7031771354119,563.5575836804671,140.9786360769181,409.9891818432511,334.4890593353406,1008.5929258700277,377.74242136474373,470.05148964838213,648.8104595493829,238.9013945186692,440.29840518043716,532.446893085273,735.0887124106054,136.6404666309582,174.15991752601252,181.0189729147025,320.2044483242521,541.0999992166747,415.1502366735393,381.6169600686563,527.0797960739986,367.41479099912914,139.4401317021535,292.67937755235494,768.5914663710217,254.48916353269797,387.7019299575163,342.7504623540099,692.8873822821562,483.4455113853077,668.0979346459222,98.9026930306325,439.8623595539487,314.1585797383869,194.20981288268243,-1.6240904180245674,426.5050040987417,666.3761562675103,92.55591780514071,286.959947183772,717.4663931863612,583.3342979801512,266.331024267407,511.01881701522,384.8676726001682,540.5177596776782,513.2998895643955,528.4554515761865,119.80619814924093,569.7281701479735,567.1899731038795,684.2489905182413,558.460871211916,25.106681259921423,524.0708739816276,630.1563489375362,686.6491386179455,459.05737243971885,495.48895166593593
0.47393939393939394,37.514542206273596,423.300514441468,313.93685911293414,562.9109634188324,237.47261389371621,178.14898822807075,221.8849243095261,263.3265758946031,57.8161930419317,138.14352753359194,125.68021091306439,368.60302595804603,320.8873056303253,99.79747267454391,275.43080848813435,30.428856153724166,451.7941172428136,350.7531570778369,48.23072789174822,0.4040662560959052,164.63560177358337,108.04831825663261,266.464178056459,157.96916737384646,95.8345115220545,367.2639108867364,126.9403024089753,67.24549149898289,337.737018590773,12.681613085792609,158.18959682264978,301.33007514188085,124.58624870895612,229.0934146376727,212.56227102743725,657.3318785130821,233.52994273338408,261.54883461908526,358.02814144681986,147.1459776612233,239.53442815183067,300.9313596633499,403.5260293178079,80.7750262971519,110.6122567110471,109.52835707631156,205.60982859861812,316.9088066023929,250.41689929020254,229.0302291242963,299.1398851979981,219.3067587852379,99.37929492718838,163.97509291289657,426.51474517961543,155.1016971147052,219.038050581992,206.3709457651187,398.39153268545243,263.0894322837452,370.18405526406224,86.3022749714904,325.2876830656194,181.47080508176768,150.12201384526284,-3.7987271261723463,250.17785568024863,386.72729152775213,59.73559388005584,175.48330840566578,434.39534827082184,324.78321155437,162.96334850833173,319.20827015922697,228.51946705910453,301.2096236976858,277.7835016281102,334.1550670737091,79.93173986793086,315.2619225893798,320.2438061243634,382.59811161515916,315.2647042197285,18.610717253977963,307.92860103399283,357.12616705910625,381.21408003053114,254.2321008332735,283.2239675414122
0.5327272727272727,22.3165766191714,256.58310722757676,187.11210631798826,393.37962189144054,147.6713443909766,127.27432394994052,147.18456116935334,168.95821349002,50.774517543996836,92.51076845836057,82.13232886783231,215.25771958056862,187.2283548373325,76.63127401059943,179.7977061028204,25.002909026165643,285.88322858360993,214.9118637523794,31.09311460315898,0.008253324704956232,117.59398344542235,70.34046305103017,181.05788230860222,134.9548089198629,62.43847728449966,227.93462623143895,85.22432953392725,45.98592809095184,194.12994769009617,9.894699228282672,100.66741819492219,169.034634480724,103.73991238539172,135.15530430194931,149.92704768311486,482.4365538123864,157.89478039253976,154.44640238077994,213.79108092528745,97.39751882426118,136.01271492984077,183.25361002956086,239.64249966739325,49.20387081716437,75.17278073587737,69.98419053671273,145.59492079971793,202.26566391486884,164.44200003622421,149.15712123948265,182.8597338308106,141.99230568558048,67.30306204791839,95.25800616525389,257.9949087791768,101.74940984756729,131.24590583827958,134.29732212056345,252.4053266561075,150.19490105908778,223.0630378301823,71.24472650952177,268.84261474742607,110.82998171750987,127.30011449772462,-5.13732871656316,159.02445910548153,247.68079801015,40.746957913895294,116.32001650302384,294.1401603015475,194.1006554146975,107.5967332445998,221.0464202089836,147.06945489008714,179.76486053309898,158.0642328356177,236.1572033421917,57.436618913250925,186.796743171363,195.21830870051122,233.53866337930728,191.910685080032,14.957132859223517,197.38572384147895,220.28968024903563,230.18913192308523,148.62228332918266,174.49513148817755
0.5915151515151515,13.226550778357542,170.47296931346625,119.98595430475663,306.2064957087513,99.21707502931426,99.73050838466489,105.9197830574889,119.05159731392855,41.765511165713846,66.95223578153069,57.5461701724117,135.89118823384086,116.86383765709665,64.07820405944948,129.7860026622946,20.68547672872323,199.4326213091478,143.0863327591913,20.716985463855732,-0.0038650201135335153,91.68170625542089,48.65901318940385,134.0429592699199,124.91621192697092,43.1716315877103,154.38010659712558,61.48197804629434,33.455669975597345,119.15866477229349,8.157851376122807,68.86299776174465,99.0281571564452,78.06864781060608,84.31955756215517,117.26383212510339,389.310394157089,117.0929157938589,96.98086436854891,139.479038730141,69.86866449215786,80.21020187063863,120.87208692257921,154.52839445545516,30.721574944383555,54.83055666546877,47.45150243068964,113.81615041946485,140.8551414919452,117.94351071969783,106.18247377453079,120.8121798527112,100.72088240909316,51.519118925897814,57.079440268613354,170.81335973225373,72.46158334749522,83.83384992922993,94.97133336370348,177.2301863164298,89.55007991743818,148.23895645363336,51.64732595115257,242.77564399509066,71.72407046579487,115.78157518305528,-5.907932137447273,110.34343651212373,176.01221893076226,29.442474576226736,84.48819892675587,222.59688640110883,124.767800228102,77.06299611266778,169.39032285389501,103.55126648955238,115.37351077863237,94.44696904800804,185.99896975663438,44.61630650194995,118.97227267668606,129.02493410473602,157.19206000475953,126.41145567422225,13.034152699578442,138.43693234074053,148.66541268991756,152.43012925337746,91.56735931874414,116.43093014586837
0.6503030303030304,7.727412524076746,124.44606810636292,83.10456092282459,259.90376138443645,72.37203574400185,84.85170140232499,82.28792427615481,92.03362251743373,30.360232207324653,52.46335949261024,43.35371116100105,93.51862968444038,78.41316174342633,57.54394826807349,103.34103356107624,16.364613179198567,152.35580861569233,103.45045326476449,14.267114418046333,-0.0027831865629334073,77.33132637176185,35.968083824079386,107.61177649095515,120.96835902866134,31.87691380851748,113.88297528114754,47.72528714331816,26.098871911306226,78.5880242716851,7.0889289007884795,50.78390389199563,60.428360899293054,53.50896317598144,55.86015361480546,100.10953537681628,336.0459288440647,94.84435016438027,64.99818310680612,100.37180002713403,54.54117280159604,48.91884684528793,86.74630877502219,108.53442933187196,19.582880374437114,42.969358328874826,34.34298960929247,97.21393190874457,106.57521142788426,92.35060768386111,83.01858683296838,86.43896518171665,78.81052787086308,46.17187856739074,35.11170511747018,123.96713021704493,56.28561143232403,57.468474508633584,73.1286209993736,137.7598952515944,55.4877058531331,110.62665946521999,32.206160202102474,232.64759235448759,49.350352207243944,109.68505589974194,-6.30912551328568,83.8327325602954,138.33651401588926,22.5914023978739,67.6159837444588,186.3864372203727,86.37649625000259,59.847881614196574,142.04619146653184,80.24297802303958,80.05350350509877,59.39926245667542,160.47310620737593,37.41861378291166,81.85522254380149,92.70557532973758,117.60192636310991,90.23896273127909,12.099394753992595,105.98275449063084,109.97638684268954,111.26455616810632,59.37821518580657,84.42037871857424
0.7090909090909092,4.398409824863624,99.45041692460217,62.27620328964783,234.88578660694856,57.29397572056825,76.71138933738148,68.31819777701125,77.02025591324964,19.321854760682136,44.16901753712581,34.965657419013546,70.51095459273749,56.784102975227796,54.042487543131685,89.31143927273806,12.09966651882197,125.84993404525972,80.8068375801221,10.178002167925237,-0.0012787060295000533,69.31153581421464,28.537347364694714,93.01827077096432,118.2125686159874,25.26281813649038,90.88819383135642,39.75142176099784,21.94499481139655,56.078994994131136,6.454306396628027,40.35747043013352,38.41783621922929,33.3480861358917,39.55057955413246,91.73629034029908,303.25070182496165,82.83138788642812,46.685816646553,79.91523428107422,45.9085129940248,30.745507166264687,67.75241236667492,82.99545080589695,12.699990930928411,36.04627802392306,26.57636144211409,88.82098775020512,86.74630067627527,78.47721765083395,70.96892724334866,66.86877482805689,67.68745061766914,40.92679203804098,22.070302516109628,98.1787315377256,47.493695643307476,42.478965078169516,61.02600569994908,117.14961246768678,35.48788903462958,93.66302889665641,16.456723146341634,229.61980628650628,36.203993723589356,104.81428288208754,-6.488141172914375,69.3230204804413,118.35241373111317,18.399735050187463,59.08646193536865,169.50621879054106,64.33806706577641,49.98881193569765,127.84651509224413,68.05179320921468,60.30175645611449,39.58802132578001,147.7416305325211,33.50571117896361,61.01347533589367,72.29866163576982,97.78416974829175,69.58828223997206,11.584680899439064,87.78991392871417,88.72272477766406,89.08213739554928,40.461669321054465,66.46192843286964
