,Ho,N,Bi,Cr,Ce,Lu,Rh,Rb,Cs,Ag,Pd,Br,Pt,Mo,Er,I,Mg,Sn,Si,Nd,Re,Cu,Yb,Pr,Pm,F,As,Kr,Mn,Pb,Ne,In,Sc,Nb,Ir,Tl,C,Hg,Sb,U,Pa,Ti,Eu,Co,Ba,La,O,B,H,Pu,W,Cd,Be,Hf,Ga,Tc,Cl,S,Fe,Ac,Sr,K,Tm,Gd,Dy,V,Ni,Y,Xe,Tb,Ge,Ta,Se,Au,Zn,P,Np,Th,Ar,He,Zr,Al,Sm,Ca,Ru,Li,Na,Te,Os
3.824848484848485,-1.711542621240252,-6.24575548043452,-3.2445283612023563,-11.548658305892456,-4.020165048670135,-1.5524283490957238,-3.4149349389412773,-1.0995192385641157,-1.2594120316255553,-1.1536724354596135,-3.152633352732088,-0.8734373926961053,-1.5857214754038238,-9.61928019965377,-1.5619059799843833,-1.0435055803967597,-0.3801992604791807,-2.8814458784685635,-2.1363380077044525,-1.9758062892986914,-9.76893133997819,-1.525237981381703,-0.5392318096147353,-2.1041120161874542,-1.4317381886804426,-1.159425808641513,-3.6690007968174094,-0.07952171997376564,-11.054026195225893,-2.5688841130519595,-0.025929500577165816,-1.4666762230378307,-5.132548776622399,-6.835656260645967,-3.420750891603705,-1.7031047789938296,-2.6462408950172005,-0.2854657541734747,-3.4775811603458924,-10.975325866403757,-5.966680882962515,-5.525902777836135,-17.44950290466157,-4.071467536392451,-1.3136099647618598,-2.4827203714332735,-3.1366475118649366,-0.7516412892007872,-2.2646358873220236,-22.107294973936156,-9.16490439524119,-0.3886096398074699,-0.11372567148495753,-7.657748210479522,-1.3129244520362322,-7.415388333606072,-0.809557999429451,-2.008557601833282,-7.3996100594530345,-1.340991633527352,-0.70046662054853,-1.2218153167976282,-1.4518237283161228,-21.623086835413638,-1.5659561362300347,-7.619529619948651,-2.3035320474952803,-5.6524895882086605,-0.139990381467417,-1.6190399358138863,-2.2236132021620705,-7.636179853640309,-1.9440401269609848,-1.093344124056929,-0.41114912802137465,-3.937667455059918,-15.827862085772002,-3.5656743905387223,-0.11086095718721264,0.0011920821015589764,-5.314670946948984,-1.01973270426591,-1.9780112404030212,-0.9180994347823419,-5.418334758172576,-1.0016710683743637,-1.0241915431442328,-2.104726246467948,-6.048128101844785
3.883636363636364,-1.654095841553589,-6.243984974764146,-3.195387335911564,-11.514490324596125,-3.9698863375327513,-1.500518210762956,-3.357699533274102,-1.095356020911527,-1.211720095728275,-1.1208855430780431,-3.131519381597142,-0.8544574325198795,-1.536063674427727,-9.566547230898854,-1.49280454451306,-1.001059517310901,-0.360631597916494,-2.7982677376533984,-2.086407496495655,-1.9149997746449174,-9.730721262419415,-1.4950468381083732,-0.5144045934026595,-2.0127537719500213,-1.4044710942267418,-1.152798170259776,-3.6428506251149346,-0.07970304625651609,-11.025240358205311,-2.506381395901918,-0.025851151524941603,-1.4160851491126216,-5.091239627145215,-6.78034689094333,-3.3969850026089468,-1.6525569464919518,-2.636717885509545,-0.28276182063765004,-3.423072451391668,-10.867951592280338,-5.9131824390753795,-5.488115072779234,-17.440719546578837,-4.045760965105037,-1.2884107837482326,-2.403406777426807,-3.1356097305923174,-0.7339872342379236,-2.2640486676343907,-22.08510037380484,-9.165717085286484,-0.3785639338812481,-0.09902181427505531,-7.634376153510499,-1.252078165704438,-7.387812793990024,-0.7960108140912135,-1.9932050311266862,-7.3818531049705065,-1.3394479930589878,-0.7114042980701449,-1.1955001632290136,-1.3988917721336385,-21.595955084883638,-1.51805295844961,-7.588195995689147,-2.266424341022179,-5.562521566373167,-0.13595920037297535,-1.566973602339455,-2.168264393068777,-7.568075955247613,-1.9011408515860027,-1.0593188065956949,-0.4046866248183213,-3.906872740074076,-15.7971069099016,-3.4557161533871223,-0.11022591918081802,0.0012445528726964612,-5.278207798450079,-0.969885559441307,-1.9030478257205432,-0.8965705533591787,-5.362602845666684,-0.9768635700956947,-1.011137839719291,-2.032874768353695,-6.0383957777078425
3.942424242424243,-1.5987254835664912,-6.242602613090961,-3.1512926065799323,-11.480981281044576,-3.9199248229065575,-1.4524589239088335,-3.3077856965431445,-1.0912595011207182,-1.1705623238379879,-1.0892505721814667,-3.1115943037523413,-0.835991085422421,-1.4889252498029093,-9.518821273849621,-1.4279139465601798,-0.9610307690505119,-0.3412162959853197,-2.717015452931166,-2.0405450334389537,-1.8544726179367226,-9.696121844836886,-1.4668955792659784,-0.49165896229994527,-1.9274274314392645,-1.3779004113463562,-1.145961405372137,-3.6189459987799,-0.0798027970172446,-10.998833457851296,-2.4465139766040367,-0.025778028884289303,-1.3666708391444098,-5.047958226368365,-6.729114078693992,-3.3766229294251,-1.6010549396011564,-2.6275920769261325,-0.28089388693487666,-3.3723428162607223,-10.768473987555467,-5.8573042486280205,-5.450103935674641,-17.42815606909608,-4.022878575856355,-1.2593090317673923,-2.3284099700821055,-3.134216670220378,-0.7167134332253118,-2.2635487280246376,-22.062502070201944,-9.168028276509553,-0.36993458163934445,-0.08591842346655545,-7.612475555721571,-1.1945366951735006,-7.361812427514524,-0.7832739024959655,-1.9787312994624364,-7.363347610312691,-1.3361431581090073,-0.7195723936455409,-1.1693666934379785,-1.349210944005118,-21.569864116717774,-1.4714090054892992,-7.562392045805725,-2.2316650921344294,-5.475097196717539,-0.13032935687191968,-1.5161282472475295,-2.115004661636748,-7.5075236135855326,-1.8625974335873703,-1.0244719589741824,-0.3987842873258384,-3.88141876440295,-15.770717766652407,-3.3463923330276635,-0.10959651524003587,0.001296271806869377,-5.245090466974459,-0.924344317334971,-1.8272335230551089,-0.8743470081590682,-5.3095400003785915,-0.9532073557355851,-0.9945857703385026,-1.966268759598692,-6.031055450819308
4.001212121212121,-1.5451889496867108,-6.241639800935095,-3.1113185404818835,-11.449144812707782,-3.87154146113857,-1.4075356782746877,-3.2647868544198504,-1.086756909084831,-1.1358417659161533,-1.0588309960139044,-3.093034048143291,-0.8180513232422214,-1.4446186245829584,-9.476134924175527,-1.3676911973435981,-0.9232093212857859,-0.32209943294678356,-2.638607153292186,-1.9985782854682528,-1.794199339039928,-9.664192029419889,-1.4409274139298713,-0.4709690226558193,-1.8484354517729633,-1.351766859978028,-1.139065141079855,-3.5969749157920328,-0.07980286198904425,-10.974787471755075,-2.389464323992818,-0.025709921005091653,-1.318605129285253,-5.002461924207094,-6.681703877105056,-3.358650120650916,-1.549001047996105,-2.618971903627183,-0.2795975243485367,-3.325114786604654,-10.678217975599063,-5.799415182823806,-5.412171316501561,-17.413038761336757,-4.002621280174274,-1.2266607044603355,-2.2571253099346773,-3.132599784957364,-0.6998557194183992,-2.2630689687698458,-22.04078917763638,-9.172742093503885,-0.3629012552284007,-0.07441268481376812,-7.590169692419867,-1.1405904676311576,-7.336582210376046,-0.7712921688016158,-1.9651425775818927,-7.344290605125177,-1.3308760245894742,-0.7253574932919054,-1.1433609831824894,-1.3023336265351708,-21.544212742613393,-1.4258763814499589,-7.542450614666699,-2.1992656025970185,-5.3915361241985575,-0.12357164856604572,-1.4661398251903388,-2.0642218128844743,-7.454263472245379,-1.8280872823248473,-0.989229539095056,-0.39341784645094174,-3.8605795859517427,-15.747841929113108,-3.2396030871695514,-0.1089764311136846,0.0013472127350359193,-5.2127994463484875,-0.8828127018014408,-1.751512754059517,-0.8525475588825876,-5.259476867888345,-0.9306237265189767,-0.9747230064020201,-1.9046522148541996,-6.024961783667756
4.0600000000000005,-1.4931064019194566,-6.241079130810404,-3.0746548214401903,-11.419797181158415,-3.8253682508606697,-1.3649473330695425,-3.2281112350328303,-1.081373092767195,-1.106970397759457,-1.0297823395656653,-3.075934199662411,-0.8006863784249024,-1.4032787840497503,-9.438404273896289,-1.3121543984839776,-0.8875623391294404,-0.3033802863055889,-2.563925153742541,-1.9603901189222452,-1.733904113144606,-9.634415580587964,-1.4172180885570198,-0.45218691821296175,-1.7755450835403714,-1.3257412982491308,-1.1322289149389624,-3.5766316196995307,-0.07969102162438266,-10.952961451563693,-2.335343597540193,-0.02564659361700137,-1.272160393451477,-4.955002732779554,-6.638122606780957,-3.342125802268206,-1.4969282860887303,-2.610951824035584,-0.27865217468455306,-3.2812506485441038,-10.598175767821866,-5.7401245021502785,-5.374842301030795,-17.39609116370385,-3.984828375649971,-1.1907661505520957,-2.1890841502158955,-3.1308823265572334,-0.6834604027307973,-2.2625587266748606,-22.020834468661878,-9.18045202279724,-0.35751866962114837,-0.0644931413008505,-7.566161641218669,-1.0905197251265442,-7.311504816557496,-0.7600393429273591,-1.9524822866254783,-7.324936104933848,-1.3233222968670955,-0.7288104428643687,-1.1174823494007418,-1.257672100902914,-21.518356133332485,-1.3812255015588348,-7.528167318897814,-2.16919194500906,-5.31291399758204,-0.11611463030011104,-1.4166185922987227,-2.016241864908578,-7.407625782752003,-1.7973189631324062,-0.9541589438512441,-0.38855346172350247,-3.843648971420177,-15.727679249172676,-3.1368276150103176,-0.10836917299362496,0.0013974407702810531,-5.179626365410525,-0.8449962643524509,-1.6766816693729427,-0.8317496847021746,-5.212872232930986,-0.9090344353870864,-0.9522331254179236,-1.8478433228030744,-6.019215847847117
4.118787878787879,-1.4421479331232785,-6.240855363617225,-3.0406421000752277,-11.393521840402311,-3.7813717707861074,-1.3239680901093225,-3.1970456194272385,-1.0747011637126447,-1.0830665482143749,-1.0023002417529918,-3.0603266037501933,-0.7839470452478587,-1.3648757661783217,-9.405493022972994,-1.2610463426675136,-0.8541675852446468,-0.28512945216041774,-2.4936715471771174,-1.9259070972638648,-1.673352757496748,-9.606646649527145,-1.3957506071130255,-0.43509341098424176,-1.7082067138714245,-1.2995311383573724,-1.1255349154689138,-3.557628155416552,-0.07946153546096657,-10.933119141521326,-2.284194782155304,-0.02558779581860489,-1.2276907967950945,-4.906197027821532,-6.598530322968372,-3.3262213693687195,-1.445427379090315,-2.603593523978984,-0.2778842681358748,-3.240707266683787,-10.528882790979628,-5.680236518835266,-5.33873033229956,-17.377718981651157,-3.9693925536371153,-1.1519601203828156,-2.123882193921706,-3.1291729214712096,-0.6675902947631178,-2.2619892660252,-22.00302236416439,-9.191324532906822,-0.3537290538264071,-0.056135161613862554,-7.539771971179847,-1.044578064184769,-7.286202517050717,-0.7494906665792134,-1.940776267027179,-7.30555203740954,-1.3131461085038958,-0.7298340879213763,-1.0918083888664434,-1.214696585170139,-21.49174889519172,-1.3372644840248438,-7.51890053580181,-2.1413714864685454,-5.240014761219852,-0.10833784898163731,-1.367370088526738,-1.971316625775126,-7.366590021879857,-1.770022670494494,-0.9198610752016932,-0.3841495774997206,-3.8299795817286717,-15.709506927710024,-3.0391003027066223,-0.1077780424641708,0.0014471722126942945,-5.144680552697518,-0.8106064277693089,-1.6034475782035764,-0.8119114710920073,-5.1701855486520305,-0.8883778025470108,-0.9278778322426144,-1.795761768254899,-6.013146208961459
4.177575757575758,-1.3921559390975897,-6.240865483998356,-3.0087817664709635,-11.370667447166477,-3.7389905198984468,-1.2840321450837213,-3.1708072788011545,-1.0664574144362111,-1.0631320655642436,-0.9765660070350631,-3.0462054363836994,-0.767857486631566,-1.329250867582804,-9.37723504437383,-1.2139817866357314,-0.8231360310892989,-0.2673979806059059,-2.4282756099439626,-1.8950611693808779,-1.6125250014929533,-9.581005833192934,-1.3764075014752353,-0.4194319833210728,-1.6457405481841767,-1.272954269001605,-1.1190276379879598,-3.539696690052564,-0.07911487108699172,-10.914972689096727,-2.2359916701619844,-0.025533269729380477,-1.1855765927914825,-4.856858216857794,-6.563104834602757,-3.310258148156486,-1.3950654856187235,-2.5969133470293655,-0.2771662239667273,-3.20347813806239,-10.470334882234347,-5.620658700323877,-5.304421712985057,-17.358177611888983,-3.956247009641415,-1.1106940870343212,-2.061070766873476,-3.1275572531240026,-0.6523274129787625,-2.261351642323308,-21.98731159608117,-9.205118201678586,-0.3513813596717555,-0.04929483535442522,-7.510871743193381,-1.002960488301291,-7.260537663029298,-0.739596800670808,-1.9299952196687793,-7.286392617491082,-1.3001063085942464,-0.7283436767924018,-1.0665036478459646,-1.1730333878761214,-21.464029044087443,-1.2939115480911976,-7.513725252361964,-2.1157046194319697,-5.17328092601075,-0.10056616137176093,-1.3184987190209416,-1.929612772614367,-7.329929957855042,-1.74592568243572,-0.8868845900943392,-0.38015811317912124,-3.819000791639242,-15.692684333650737,-2.94704435940084,-0.10720600711237893,0.001496788156275426,-5.10775213816725,-0.7793539511827499,-1.5324380462484952,-0.7925433068712107,-5.131764482233686,-0.8686184496443005,-0.9023203588684964,-1.7484018466993902,-6.006283559220937
4.236363636363636,-1.3431977215575799,-6.240989221561892,-2.9787381798095307,-11.351369548318228,-3.6973819143477793,-1.2447749288026957,-3.148609813711374,-1.0565101218098414,-1.0462080309959474,-0.9527078137096066,-3.0335500740851407,-0.7524004294289457,-1.2961725610087347,-9.3534355088108,-1.1705703507953216,-0.7945542180565629,-0.25022733530013874,-2.3678749120916405,-1.8677625108746687,-1.551676759447038,-9.557767837145937,-1.3589858462994995,-0.4049432380049911,-1.5874789587478124,-1.2459758605420257,-1.1127260541571102,-3.5226001102837845,-0.07865678126908396,-10.89822550330667,-2.1906434457768023,-0.025482755092939798,-1.1461793483998748,-4.80785519459382,-6.531942089691792,-3.293741560328631,-1.3463303213877773,-2.5908820885546437,-0.27641068130335533,-3.1695508681142903,-10.421999669889619,-5.5623238814652645,-5.272408811852294,-17.337684175001208,-3.945342014943415,-1.0675937723485946,-2.000172503310166,-3.1260916361945204,-0.637777861157195,-2.2606424015790623,-21.973349925430238,-9.22128295226911,-0.3502569279387509,-0.04390339747031938,-7.479766448478603,-0.9657810619517954,-7.2345829255397875,-0.7302715515182933,-1.9200448942881638,-7.267690028909526,-1.2841237263144403,-0.7243606222271244,-1.0418140914676521,-1.1324957020481903,-21.435069567265202,-1.2512250801189466,-7.511589014671564,-2.0920829362112388,-5.112814433736281,-0.09306840084726514,-1.27041991980357,-1.8912266799220199,-7.296429676594912,-1.7247413045671989,-0.8556738751146845,-0.3765275906964774,-3.8102240926033546,-15.676669343143342,-2.860963264585386,-0.10665567497749233,0.0015467923640088742,-5.069125437143253,-0.750945350042451,-1.4642109472878508,-0.7730894938267152,-5.097791751551453,-0.8497491131731222,-0.8760986008680347,-1.7057896364932292,-5.998340785315816
4.295151515151515,-1.2955395068447368,-6.241112927981152,-2.950317813417237,-11.335582917092932,-3.655654761404459,-1.2060213054767985,-3.12970568527925,-1.0448679594268353,-1.0314644617984137,-0.9307749952166243,-3.022339237477693,-0.7375090718648986,-1.2653843667823037,-9.33384785717196,-1.130478175763414,-0.7684328385052875,-0.23365075216019712,-2.3123253966419015,-1.843865008051165,-1.4912827275653169,-9.537258152440016,-1.3432266783721125,-0.39138481441055445,-1.5328255998189757,-1.218692817107383,-1.1066422145689698,-3.5061395456256688,-0.07809761187125187,-10.882601653892998,-2.1479884497161232,-0.025435994078258334,-1.1097762525772583,-4.759993120954977,-6.5049894561271,-3.2763787343720074,-1.2995825883650802,-2.5854286187227284,-0.27556535002186766,-3.138858816047509,-10.382890114018952,-5.506093574275472,-5.243042905896741,-17.316438344486116,-3.936608404541773,-1.0234520380414234,-1.9407623617088405,-3.124799935290325,-0.6240655095097044,-2.259847848544335,-21.960582589970194,-9.239088777003577,-0.35009429481451665,-0.039860687888913254,-7.447050299154391,-0.9330410532014858,-7.208566929730017,-0.7213890628784119,-1.9107783680361417,-7.249649567117545,-1.2652884375216633,-0.7180163499498975,-1.0180474510152568,-1.0930447999941344,-21.40496128886028,-1.2093820008527245,-7.511444190888607,-2.0703997107196,-5.058402572338211,-0.08605367487798242,-1.2237730284531638,-1.8561807609172087,-7.265081895280722,-1.7061574517532883,-0.8265432802721933,-0.37320611171019746,-3.803237299440032,-15.661024939251782,-2.7808876415281327,-0.10612913694281863,0.0015977251851625037,-5.029379022496985,-0.7250744469286329,-1.3992143835210047,-0.7531964515527134,-5.06826317165791,-0.8317843737413952,-0.8496451200472349,-1.66790862693454,-5.989189050530823
4.3539393939393936,-1.2495798091019408,-6.241149142761303,-2.9234444710717074,-11.32312136032517,-3.6130568948808564,-1.1677582116013814,-3.113425433879004,-1.0316447759367606,-1.0182381371373568,-0.9107360268357355,-3.012556354535577,-0.7230779684275683,-1.2366532296071562,-9.318162356429612,-1.0934581520099222,-0.7446938789957128,-0.21769753181659166,-2.261260526404234,-1.8231516415276021,-1.4319493686688287,-9.519759041010548,-1.3288545444155933,-0.3785493161241835,-1.4812796348060293,-1.1912977523828567,-1.1008027162203073,-3.4901731322246614,-0.07745209212369387,-10.867871506487575,-2.107805027577498,-0.025392735288950318,-1.076519727671923,-4.7139524492867,-6.482032834409684,-3.2580751645352684,-1.2550420284530923,-2.58045376463209,-0.27460597048053337,-3.111260778579334,-10.351692286152876,-5.452708891724001,-5.216532700811536,-17.294618542172824,-3.929926589073617,-0.9791797429419503,-1.8825645066639691,-3.1236735784108776,-0.6113244468562936,-2.2589371362369954,-21.948347174894018,-9.257751711084536,-0.3506134675292233,-0.03703287299769254,-7.4134742077028,-0.9046140668059577,-7.182821606356722,-0.7127992883975399,-1.9020286292102704,-7.2324538231179005,-1.24382742102266,-0.7094743591166093,-0.9955702627714599,-1.0547417915537987,-21.373953837124738,-1.1686392176386655,-7.512341253920764,-2.050558399177116,-5.009592525578125,-0.07967013732689253,-1.1793026213442652,-1.8244361215661373,-7.235239773971987,-1.6898493053030854,-0.7996775298971592,-0.3701456137067294,-3.7976962611224696,-15.645426077744972,-2.706647694506855,-0.10562796764268684,0.0016499795352244108,-4.989224336612624,-0.7014241806982051,-1.3377770878028228,-0.7327360841154198,-5.043009497425155,-0.8147549194418268,-0.8233205782082337,-1.6346445897181403,-5.978837347768151
