mp_id,formula,K_vrh_DFT,G_vrh_DFT,K_vrh_mace_mp_0a_D3,G_vrh_mace_mp_0a_D3
mp-11536,NpRh3,215.446,71.946,263.4776359994141,58.078870941049864
